NP_384545.1	SMc01726		argB	complement(NC_003047.1:476243..477130)	acetylglutamate kinase [Sinorhizobium meliloti 1021].
NP_384560.1	SMc01712		lldD2	NC_003047.1:491966..493177	L-lactate dehydrogenase (cytochrome) protein [Sinorhizobium meliloti 1021].
NP_384572.1	SMc02181		putA	complement(NC_003047.1:511820..515521)	bifunctional proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase [Sinorhizobium meliloti 1021].
NP_384574.1	SMc02179			complement(NC_003047.1:516081..516887)	hypothetical protein SMc02179 [Sinorhizobium meliloti 1021].
NP_384577.1	SMc02176		cyaD1	complement(NC_003047.1:518501..520372)	adenylate cyclase transmembrane protein [Sinorhizobium meliloti 1021].
NP_384586.1	SMc02166		pyrC	NC_003047.1:527870..528913	dihydroorotase [Sinorhizobium meliloti 1021].
NP_384587.1	SMc02165		pyrE	NC_003047.1:528931..529629	orotate phosphoribosyltransferase [Sinorhizobium meliloti 1021].
NP_384588.1	SMc02164		frk	NC_003047.1:529686..530612	fructokinase [Sinorhizobium meliloti 1021].
NP_384589.1	SMc02163		pgi	complement(NC_003047.1:530745..532370)	glucose-6-phosphate isomerase [Sinorhizobium meliloti 1021].
NP_384590.1	SMc02162		fadD	complement(NC_003047.1:532686..534386)	long-chain-fatty-acid--CoA ligase [Sinorhizobium meliloti 1021].
NP_384594.1	SMc02158			NC_003047.1:538087..538698	acyltransferase [Sinorhizobium meliloti 1021].
NP_384595.1	SMc02157			NC_003047.1:538706..539647	hypothetical protein SMc02157 [Sinorhizobium meliloti 1021].
NP_384615.1	SMc02146			NC_003047.1:566715..567749	phosphate-binding periplasmic protein [Sinorhizobium meliloti 1021].
NP_384617.1	SMc02144		pstC	NC_003047.1:568413..569324	phosphate ABC transporter permease [Sinorhizobium meliloti 1021].
NP_384618.1	SMc02143		pstA	NC_003047.1:569321..570643	phosphate ABC transporter permease [Sinorhizobium meliloti 1021].
NP_384619.1	SMc02142		pstB	NC_003047.1:570657..571472	phosphate transporter ATP-binding protein [Sinorhizobium meliloti 1021].
NP_384623.1	SMc02138		argD	NC_003047.1:574093..575292	acetylornithine transaminase [Sinorhizobium meliloti 1021].
NP_384624.1	SMc02137		argF1	NC_003047.1:575367..576278	ornithine carbamoyltransferase [Sinorhizobium meliloti 1021].
NP_384629.1	SMc02218			NC_003047.1:580265..581362	2'-deoxycytidine 5'-triphosphate deaminase [Sinorhizobium meliloti 1021].
NP_384635.1	SMc02224		chaA	NC_003047.1:585497..586582	calcium/proton antiporter transmembrane protein [Sinorhizobium meliloti 1021].
NP_384639.1	SMc02228		fadA	complement(NC_003047.1:590135..591343)	acetyl-CoA acetyltransferase [Sinorhizobium meliloti 1021].
NP_384640.1	SMc02229			complement(NC_003047.1:591449..593245)	acyl-CoA dehydrogenase [Sinorhizobium meliloti 1021].
NP_384655.1	SMc02245		pyrD	complement(NC_003047.1:608536..609624)	dihydroorotate dehydrogenase 2 [Sinorhizobium meliloti 1021].
NP_384661.1	SMc02251			NC_003047.1:615760..616926	aspartate aminotransferase [Sinorhizobium meliloti 1021].
NP_384662.1	SMc02252		galE	NC_003047.1:617107..618135	UDP-glucose 4-epimerase [Sinorhizobium meliloti 1021].
NP_384664.1	SMc02254		qxtB	complement(NC_003047.1:618694..619698)	quinol oxidase subunit II transmembrane protein [Sinorhizobium meliloti 1021].
NP_384665.1	SMc02255		qxtA	complement(NC_003047.1:619688..621169)	quinol oxidase subunit I transmembrane protein [Sinorhizobium meliloti 1021].
NP_384666.2	SMc02256		hipO2	complement(NC_003047.1:621308..622489)	hippurate hydrolase [Sinorhizobium meliloti 1021].
NP_384668.1	SMc02258			complement(NC_003047.1:623300..624025)	ABC transporter permease [Sinorhizobium meliloti 1021].
NP_384669.1	SMc02259			complement(NC_003047.1:624133..624915)	periplasmic binding ABC transporter protein [Sinorhizobium meliloti 1021].
NP_384670.1	SMc02260			complement(NC_003047.1:624952..625806)	ABC transporter ATP-binding protein [Sinorhizobium meliloti 1021].
NP_384672.1	SMc02262			NC_003047.1:626634..627824	aminotransferase [Sinorhizobium meliloti 1021].
NP_384673.1	SMc02263		ilvB1	NC_003047.1:627821..629434	hypothetical protein SMc02263 [Sinorhizobium meliloti 1021].
NP_384678.1	SMc02268		kpsF3	NC_003047.1:634287..635300	capsule expression protein [Sinorhizobium meliloti 1021].
NP_384682.1	SMc02272		rkpG	complement(NC_003047.1:639160..640575)	acyl-transferase transferase [Sinorhizobium meliloti 1021].
NP_384683.1	SMc02273		rkpA	complement(NC_003047.1:640572..648086)	fatty acid synthase transmembrane protein [Sinorhizobium meliloti 1021].
NP_384685.1	SMc02275		pncA	NC_003047.1:649987..650622	pyrazinamidase/nicotinamidase (Includes: pyrazinamidase, nicotinamidase) protein [Sinorhizobium meliloti 1021].
NP_384686.1	SMc02276		pncB	NC_003047.1:650739..652043	nicotinate phosphoribosyltransferase [Sinorhizobium meliloti 1021].
NP_384692.1	SMc02282			NC_003047.1:655077..656426	copper-containing oxidoreductase [Sinorhizobium meliloti 1021].
NP_384715.1	SMc02305		murA	NC_003047.1:677941..679233	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Sinorhizobium meliloti 1021].
NP_384717.1	SMc02307		hisD	NC_003047.1:679893..681197	histidinol dehydrogenase [Sinorhizobium meliloti 1021].
NP_384733.1	SMc02321			complement(NC_003047.1:690552..691844)	sugar isomerase [Sinorhizobium meliloti 1021].
NP_384738.1	SMc03000			NC_003047.1:697771..698751	ABC transporter permease [Sinorhizobium meliloti 1021].
NP_384741.1	SMc03003			NC_003047.1:700077..701465	hypothetical protein SMc03003 [Sinorhizobium meliloti 1021].
NP_384763.1	SMc03025		fliI	NC_003047.1:722679..724082	flagellum-specific ATP synthase [Sinorhizobium meliloti 1021].
NP_384801.1	SMc03061		aglE	NC_003047.1:757756..759132	alpha-glucoside ABC transporter periplasmic-binding protein [Sinorhizobium meliloti 1021].
NP_384802.1	SMc03062		aglF	NC_003047.1:759384..760394	alpha-glucoside ABC transporter permease [Sinorhizobium meliloti 1021].
NP_384803.1	SMc03063		aglG	NC_003047.1:760396..761538	alpha-glucoside ABC transporter permease [Sinorhizobium meliloti 1021].
NP_384804.1	SMc03064		aglA	NC_003047.1:761568..763223	alpha-glucosidase [Sinorhizobium meliloti 1021].
NP_384808.1	SMc03068		edd	complement(NC_003047.1:766634..768454)	phosphogluconate dehydratase [Sinorhizobium meliloti 1021].
NP_384809.1	SMc03069		pgl	complement(NC_003047.1:768546..769244)	6-phosphogluconolactonase [Sinorhizobium meliloti 1021].
NP_384810.1	SMc03070		zwf	complement(NC_003047.1:769253..770728)	glucose-6-phosphate 1-dehydrogenase [Sinorhizobium meliloti 1021].
NP_384818.1	SMc00768		aceA	complement(NC_003047.1:779980..781269)	isocitrate lyase [Sinorhizobium meliloti 1021].
NP_384820.1	SMc00770		potF	NC_003047.1:783254..784348	putrescine-binding periplasmic protein [Sinorhizobium meliloti 1021].
NP_384821.1	SMc00771		potG	NC_003047.1:784466..785611	putrescine ABC transporter ATP-binding protein [Sinorhizobium meliloti 1021].
NP_384822.1	SMc00772		potH	NC_003047.1:785616..786527	putrescine ABC transporter permease [Sinorhizobium meliloti 1021].
NP_384823.1	SMc00773		potI	NC_003047.1:786531..787352	putrescine ABC transporter permease [Sinorhizobium meliloti 1021].
NP_384825.1	SMc00774		acsA2	NC_003047.1:789645..791597	acetoacetyl-CoA synthetase [Sinorhizobium meliloti 1021].
NP_384826.1	SMc00775		fbpB	complement(NC_003047.1:791887..793569)	iron(III) permease [Sinorhizobium meliloti 1021].
NP_384832.1	SMc00781		iolA	NC_003047.1:801316..802812	malonic semialdehyde oxidative decarboxylase [Sinorhizobium meliloti 1021].
NP_384835.1	SMc00784			complement(NC_003047.1:805302..806345)	iron binding protein [Sinorhizobium meliloti 1021].
NP_384837.1	SMc00786		dppA1	NC_003047.1:807487..809082	periplasmic dipeptide-binding protein [Sinorhizobium meliloti 1021].
NP_384838.1	SMc00787		dppB1	NC_003047.1:809186..810190	peptide ABC transporter permease [Sinorhizobium meliloti 1021].
NP_384839.1	SMc00788		dppC1	NC_003047.1:810201..811109	peptide ABC transporter permease [Sinorhizobium meliloti 1021].
NP_384840.1	SMc00789		dppD1	NC_003047.1:811111..811965	peptide ABC transporter ATP-binding protein [Sinorhizobium meliloti 1021].
NP_384848.1	SMc00797			NC_003047.1:817466..818719	oxidoreductase [Sinorhizobium meliloti 1021].
NP_384850.1	SMc00799			complement(NC_003047.1:819147..819719)	hypothetical protein SMc00799 [Sinorhizobium meliloti 1021].
NP_384861.1	SMc00810			NC_003047.1:830836..832176	hypothetical protein SMc00810 [Sinorhizobium meliloti 1021].
NP_384866.1	SMc00815		guaB	NC_003047.1:836212..837714	inosine 5'-monophosphate dehydrogenase [Sinorhizobium meliloti 1021].
NP_384878.2	SMc00827			complement(NC_003047.1:847602..849146)	transport transmembrane protein [Sinorhizobium meliloti 1021].
NP_384883.1	SMc00832		glcD	NC_003047.1:853444..854883	glycolate oxidase subunit protein [Sinorhizobium meliloti 1021].
NP_384884.1	SMc00833		glcE	NC_003047.1:854880..856097	glycolate oxidase subunit protein [Sinorhizobium meliloti 1021].
NP_384885.2	SMc00926		glcF	NC_003047.1:856192..857523	glycolate oxidase iron-sulfur subunit protein [Sinorhizobium meliloti 1021].
NP_384889.1	SMc00922			complement(NC_003047.1:860384..861841)	transporter transmembrane protein [Sinorhizobium meliloti 1021].
NP_384894.1	SMc00917		hisG	NC_003047.1:865805..866500	ATP phosphoribosyltransferase catalytic subunit [Sinorhizobium meliloti 1021].
NP_384902.1	SMc00909		ribF	NC_003047.1:873416..874399	bifunctional riboflavin kinase/FMN adenylyltransferase [Sinorhizobium meliloti 1021].
NP_384906.1	SMc00905			complement(NC_003047.1:878931..879380)	deaminase [Sinorhizobium meliloti 1021].
NP_384912.1	SMc00898		kefB1	complement(NC_003047.1:883723..885555)	glutathione-regulated potassium-efflux system transmembrane protein [Sinorhizobium meliloti 1021].
NP_384916.1	SMc00894		kdtA	NC_003047.1:888315..889628	3-deoxy-D-manno-octulosonic-acid transferase [Sinorhizobium meliloti 1021].
NP_384917.1	SMc00893			NC_003047.1:889665..890375	hypothetical protein SMc00893 [Sinorhizobium meliloti 1021].
NP_384918.1	SMc00892		lpxK	NC_003047.1:890518..891558	tetraacyldisaccharide 4'-kinase [Sinorhizobium meliloti 1021].
NP_384930.1	SMc00882			complement(NC_003047.1:904691..905329)	2-dehydro-3-deoxy-6-phosphogalactonate aldolase [Sinorhizobium meliloti 1021].
NP_384931.1	SMc00881		dgoK1	complement(NC_003047.1:905344..906264)	2-dehydro-3-deoxygalactonokinase [Sinorhizobium meliloti 1021].
NP_384938.1	SMc00873		kup1	NC_003047.1:912907..914775	KUP system potassium uptake transmembrane protein [Sinorhizobium meliloti 1021].
NP_384949.1	SMc00863		moaB	complement(NC_003047.1:923950..924492)	molybdenum cofactor biosynthesis protein B [Sinorhizobium meliloti 1021].
NP_384950.1	SMc00862		ipk	complement(NC_003047.1:924500..925405)	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [Sinorhizobium meliloti 1021].
NP_384952.1	SMc00860		ispB	complement(NC_003047.1:927505..928521)	octaprenyl-diphosphate synthase [Sinorhizobium meliloti 1021].
NP_384964.1	SMc00993		purD	complement(NC_003047.1:938694..939965)	phosphoribosylamine--glycine ligase [Sinorhizobium meliloti 1021].
NP_384970.1	SMc00988		ubiA	NC_003047.1:946982..947938	4-hydroxybenzoate polyprenyltransferase [Sinorhizobium meliloti 1021].
NP_384977.1	SMc00981			NC_003047.1:956324..957418	ferredoxin protein [Sinorhizobium meliloti 1021].
NP_384992.1	SMc00966			complement(NC_003047.1:973742..974935)	acetyl-COA acyltransferase [Sinorhizobium meliloti 1021].
NP_384993.1	SMc00965			complement(NC_003047.1:974919..976415)	hypothetical protein SMc00965 [Sinorhizobium meliloti 1021].
NP_384999.1	SMc00068			complement(NC_003047.1:981288..982517)	hypothetical protein SMc00068 [Sinorhizobium meliloti 1021].
NP_385001.1	SMc00069		pdxH	complement(NC_003047.1:983810..984430)	pyridoxamine 5'-phosphate oxidase [Sinorhizobium meliloti 1021].
NP_385004.1	SMc00005		fabI1	NC_003047.1:986489..987307	enoyl-ACP reductase [Sinorhizobium meliloti 1021].
NP_385005.1	SMc00006			NC_003047.1:987452..988036	hypothetical protein SMc00006 [Sinorhizobium meliloti 1021].
NP_385007.1	SMc00007		aroC	NC_003047.1:988748..989845	chorismate synthase [Sinorhizobium meliloti 1021].
NP_385008.1	SMc00008		ribA	NC_003047.1:989937..991037	riboflavin biosynthesis protein RibA [Sinorhizobium meliloti 1021].
NP_385010.1	SMc00009		ctaC	NC_003047.1:992038..992922	cytochrome C oxidase subunit II protein [Sinorhizobium meliloti 1021].
NP_385011.1	SMc00010		ctaD	NC_003047.1:992942..994630	cytochrome C oxidase polypeptide I transmembrane protein [Sinorhizobium meliloti 1021].
NP_385012.1	SMc00450		ctaB	NC_003047.1:994627..995679	protoheme IX farnesyltransferase [Sinorhizobium meliloti 1021].
NP_385014.1	SMc00012		ctaG	NC_003047.1:995831..996427	cytochrome C oxidase assembly protein [Sinorhizobium meliloti 1021].
NP_385015.2	SMc00013		ctaE	NC_003047.1:996489..997367	cytochrome C oxidase subunit III transmembrane protein [Sinorhizobium meliloti 1021].
NP_385018.1	SMc00016		ispH	NC_003047.1:998733..999785	4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Sinorhizobium meliloti 1021].
NP_385019.1	SMc00017		thrB	NC_003047.1:999940..1000920	homoserine kinase [Sinorhizobium meliloti 1021].
