model_gene	browser_gene
NP_742977_1	PP_0816
NP_742511_1	PP_0344
NP_742509_1	PP_0342
NP_742508_1	PP_0341
NP_743172_1	PP_1011
NP_746730_1	PP_4621
NP_742751_1	PP_0588
NP_747254_1	PP_5153
NP_746775_1	PP_4666
NP_747133_1	PP_5032
NP_743127_1	PP_0966
NP_742229_1	PP_0059
NP_742821_1	PP_0660
NP_742960_1	PP_0799
NP_742355_1	PP_0186
NP_745534_1	PP_3394
NP_745677_1	PP_3540
NP_746888_1	PP_4783
NP_742946_1	PP_0785
NP_746887_1	PP_4782
NP_747129_2	PP_5028
NP_743947_1	PP_1791
NP_745320_1	PP_3176
NP_746807_1	PP_4698
NP_746414_1	PP_4298
NP_742923_1	PP_0762
NP_743628_1	PP_1470
NP_742825_1	PP_0664
NP_747198_1	PP_5097
NP_747199_1	PP_5098
NP_742291_1	PP_0121
NP_743128_1	PP_0967
NP_746394_1	PP_4278
NP_744628_1	PP_2480
NP_745758_1	PP_3622
NP_746395_1	PP_4279
NP_746350_1	PP_4233
NP_746077_1	PP_3947
NP_744625_1	PP_2477
NP_746347_1	PP_4230
NP_745453_1	PP_3310
NP_745452_1	PP_3309
NP_743004_1	PP_0843
NP_747326_1	PP_5225
NP_743005_1	PP_0844
NP_746142_1	PP_4012
NP_746141_1	PP_4011
NP_746235_1	PP_4116
NP_742457_1	PP_0290
NP_742460_1	PP_0293
NP_742456_1	PP_0289
NP_742588_1	PP_0422
NP_745648_1	PP_3511
NP_746971_1	PP_4866
NP_743300_1	PP_1139
NP_746969_1	PP_4864
NP_743301_1	PP_1140
NP_746968_1	PP_4863
NP_743298_1	PP_1137
NP_743299_1	PP_1138
NP_743302_1	PP_1141
NP_746970_1	PP_4865
NP_746972_1	PP_4867
NP_746301_1	PP_4184
NP_743192_1	PP_1031
NP_742371_1	PP_0202
NP_742521_1	PP_0354
NP_743545_1	PP_1386
NP_745594_1	PP_3456
NP_743544_1	PP_1385
NP_744746_1	PP_2602
NP_742728_1	PP_0565
NP_742768_1	PP_0606
NP_744139_1	PP_1988
NP_744137_1	PP_1986
NP_744136_1	PP_1985
NP_743186_1	PP_1025
NP_745338_1	PP_3194
NP_747131_1	PP_5030
NP_746787_1	PP_4678
NP_746493_1	PP_4379
NP_744364_1	PP_2215
NP_744286_1	PP_2137
NP_744057_1	PP_1902
NP_743117_1	PP_0956
NP_743962_1	PP_1807
NP_746277_1	PP_4159
NP_746278_1	PP_4161
YP_009237132_1	PP_4160
NP_746420_1	PP_4304
NP_746617_1	PP_4507
NP_743360_1	PP_1200
NP_742235_1	PP_0065
NP_747456_1	PP_5355
NP_744078_1	PP_1925
NP_747347_1	PP_5246
NP_743513_1	PP_1354
NP_745454_1	PP_3311
NP_744375_1	PP_2226
NP_744379_1	PP_2230
NP_744377_1	PP_2228
NP_742203_1	PP_0033
NP_743562_1	PP_1403
NP_743806_1	PP_1649
NP_745896_1	PP_3766
NP_746906_1	PP_4801
NP_746905_1	PP_4800
NP_746726_1	PP_4617
NP_743761_1	PP_1604
NP_747358_2	PP_5257
NP_744467_1	PP_2318
NP_742550_1	PP_0383
NP_745732_1	PP_3596
NP_742447_1	PP_0280
NP_745729_1	PP_3593
NP_742448_1	PP_0281
NP_742450_1	PP_0283
NP_742449_1	PP_0282
NP_745730_1	PP_3594
NP_745733_1	PP_3597
NP_744320_1	PP_2171
NP_745788_1	PP_3652
NP_746844_1	PP_4736
NP_746687_1	PP_4578
NP_744540_2	PP_2392
NP_746728_1	PP_4619
NP_742523_1	PP_0356
NP_746186_1	PP_4060
NP_743437_1	PP_1277
NP_742572_1	PP_0406
NP_744487_1	PP_2338
NP_744483_1	PP_2334
NP_743667_1	PP_1510
NP_743548_1	PP_1389
NP_744484_1	PP_2335
NP_744067_1	PP_1913
NP_746912_1	PP_4807
NP_743490_1	PP_1331
NP_747185_1	PP_5084
NP_746792_1	PP_4683
NP_746908_1	PP_4803
NP_744248_1	PP_2098
NP_745924_1	PP_3794
NP_742815_2	PP_0654
NP_744979_1	PP_2835
NP_743411_3	PP_1251
NP_742912_1	PP_0751
NP_745069_1	PP_2925
NP_747186_1	PP_5085
NP_743014_1	PP_0853
NP_743775_1	PP_1618
NP_743771_1	PP_1614
NP_747070_1	PP_4967
NP_743468_1	PP_1308
NP_746746_1	PP_4637
NP_744524_1	PP_2375
NP_747316_1	PP_5215
NP_742674_1	PP_0510
NP_742503_1	PP_0336
NP_744028_1	PP_1873
NP_742283_1	PP_0113
NP_742284_1	PP_0114
NP_742387_1	PP_0219
NP_742282_1	PP_0112
NP_745387_1	PP_3244
NP_744789_1	PP_2645
NP_746582_1	PP_4471
NP_744235_1	PP_2085
NP_742999_1	PP_0838
NP_745301_1	PP_3157
NP_743318_1	PP_1157
NP_744485_1	PP_2336
NP_747158_1	PP_5057
NP_747213_1	PP_5112
NP_742601_1	PP_0435
NP_747214_1	PP_5113
NP_743187_1	PP_1026
NP_744062_1	PP_1908
NP_743392_1	PP_1232
NP_747074_1	PP_4971
NP_746263_1	PP_4145
NP_745560_1	PP_3422
NP_743197_2	PP_1036
NP_744436_1	PP_2287
NP_744279_1	PP_2130
NP_746910_1	PP_4805
NP_742760_1	PP_0597
NP_746776_1	PP_4667
NP_743453_1	PP_1293
NP_747031_1	PP_4928
NP_747237_1	PP_5136
NP_745960_1	PP_3830
NP_746421_1	PP_4305
NP_743880_1	PP_1723
NP_745958_1	PP_3828
NP_746808_1	PP_4699
NP_746177_1	PP_4051
NP_746179_1	PP_4053
NP_746709_1	PP_4600
NP_742735_1	PP_0572
NP_742763_1	PP_0601
NP_747208_1	PP_5107
NP_743454_1	PP_1294
NP_742896_1	PP_0735
NP_744414_1	PP_2265
NP_744097_1	PP_1945
NP_746747_1	PP_4638
NP_747079_1	PP_4977
NP_746185_1	PP_4059
NP_743922_1	PP_1766
NP_745848_1	PP_3715
NP_743538_1	PP_1379
NP_745847_1	PP_3714
NP_746157_1	PP_4029
NP_746390_1	PP_4274
NP_745011_1	PP_2867
NP_743801_1	PP_1644
NP_746246_1	PP_4127
NP_746249_1	PP_4130
NP_746238_1	PP_4119
NP_746247_1	PP_4128
NP_746242_1	PP_4123
NP_746240_1	PP_4121
NP_746243_1	PP_4124
NP_746244_1	PP_4125
NP_746250_1	PP_4131
NP_746241_1	PP_4122
NP_746248_1	PP_4129
NP_746245_1	PP_4126
NP_746239_1	PP_4120
NP_742787_1	PP_0626
NP_744162_1	PP_2012
NP_742242_1	PP_0072
NP_745742_1	PP_3606
NP_746770_1	PP_4661
NP_745163_1	PP_3019
NP_746974_1	PP_4869
YP_009236895_1	PP_0156
NP_742325_1	PP_0155
NP_744300_1	PP_2151
YP_009236894_1	PP_5747
NP_746973_1	PP_4868
NP_743860_2	PP_1703
NP_747167_3	PP_5066
NP_744376_1	PP_2227
NP_746088_1	PP_3958
NP_743744_1	PP_1587
NP_745693_1	PP_3556
NP_746159_1	PP_4031
NP_743293_1	PP_1132
NP_747077_1	PP_4974
NP_743625_1	PP_1467
NP_743010_1	PP_0849
NP_747130_1	PP_5029
NP_744256_1	PP_2106
NP_747334_1	PP_5233
NP_745484_1	PP_3344
NP_745483_1	PP_3343
NP_745486_1	PP_3346
NP_745485_1	PP_3345
NP_745482_1	PP_3342
NP_744676_1	PP_2531
NP_745004_1	PP_2860
NP_747349_1	PP_5248
NP_747356_1	PP_5255
NP_742872_1	PP_0711
NP_744382_1	PP_2233
NP_746915_1	PP_4810
NP_742948_1	PP_0787
NP_743317_1	PP_1156
NP_744244_1	PP_2094
NP_744242_1	PP_2092
NP_742969_1	PP_0808
NP_746567_1	PP_4456
NP_743815_1	PP_1658
NP_747332_1	PP_5231
NP_743777_1	PP_1620
NP_743572_1	PP_1414
NP_747006_1	PP_4903
NP_746826_1	PP_4718
NP_746835_1	PP_4727
NP_745182_1	PP_3038
NP_743814_1	PP_1657
NP_747201_1	PP_5100
NP_742810_1	PP_0649
NP_744252_1	PP_2102
NP_743245_1	PP_1084
NP_743862_1	PP_1705
NP_743863_1	PP_1706
NP_747447_1	PP_5346
NP_744388_1	PP_2239
NP_743553_1	PP_1394
NP_743161_1	PP_1000
NP_743240_1	PP_1079
NP_744312_1	PP_2163
NP_745267_1	PP_3123
NP_745266_1	PP_3122
NP_747367_2	PP_5266
NP_742848_1	PP_0687
NP_743924_1	PP_1768
NP_746517_1	PP_4403
NP_746516_1	PP_4402
NP_746518_1	PP_4404
NP_746515_1	PP_4401
NP_743970_1	PP_1815
NP_745652_1	PP_3515
NP_747314_2	PP_5213
YP_009237195_1	PP_5013
NP_745670_1	PP_3533
NP_746544_1	PP_4431
