model_gene	browser_gene
NP_811316_1	BT2403
NP_811667_1	BT2755
NP_810631_1	BT1718
NP_811328_1	BT2415
NP_812846_1	BT3935
NP_809460_1	BT0547
NP_811668_1	BT2756
NP_813379_1	BT4468
NP_809322_1	BT0409
NP_809113_1	BT0200
NP_812212_1	BT3300
NP_813625_1	BT4714
NP_809324_1	BT0411
NP_812914_1	BT4003
NP_813335_1	BT4424
NP_810748_1	BT1835
NP_811465_1	BT2552
NP_811454_1	BT2541
NP_811931_1	BT3019
NP_809788_1	BT0875
NP_809469_1	BT0556
NP_811425_1	BT2512
NP_809412_1	BT0499
NP_810054_1	BT1141
NP_809592_1	BT0679
NP_812880_1	BT3969
NP_809591_1	BT0678
NP_810511_1	BT1598
NP_811346_1	BT2433
NP_809971_1	BT1058
NP_810382_1	BT1469
NP_809537_1	BT0624
NP_811963_1	BT3051
NP_812847_1	BT3936
NP_812845_1	BT3934
NP_812844_1	BT3933
NP_810997_1	BT2084
NP_813561_1	BT4650
NP_812855_1	BT3944
NP_813171_1	BT4260
NP_813590_1	BT4679
NP_810983_2	BT_2070
NP_811147_1	BT2234
NP_809587_1	BT0674
NP_813523_1	BT4612
NP_809503_1	BT0590
NP_810405_1	BT1492
NP_810765_1	BT1852
NP_811992_1	BT3080
NP_813049_1	BT4138
NP_810311_1	BT1398
NP_812035_1	BT3123
NP_810519_1	BT1606
NP_810122_1	BT1209
NP_810123_1	BT1210
NP_810452_1	BT1539
NP_809097_1	BT0184
NP_811440_1	BT2527
NP_810973_1	BT2060
NP_813219_1	BT4308
NP_810004_1	BT1091
NP_810888_1	BT1975
NP_810287_1	BT1374
NP_809461_1	BT0548
NP_812524_1	BT3613
NP_813163_1	BT4252
NP_812859_1	BT3948
NP_813374_1	BT4463
NP_811329_1	BT2416
NP_809306_1	BT0393
NP_809401_1	BT0488
NP_810667_1	BT1754
NP_811835_1	BT2923
NP_809595_1	BT0682
NP_812712_1	BT3801
NP_810991_1	BT2078
NP_812232_1	BT3320
NP_811726_1	BT2814
NP_809808_1	BT0895
NP_810961_1	BT2048
NP_810248_1	BT1335
NP_810927_1	BT2014
NP_811062_1	BT2149
NP_810571_1	BT1658
NP_812128_1	BT3216
NP_809922_1	BT1009
NP_809805_1	BT0892
NP_809804_1	BT0891
NP_810019_1	BT1106
NP_812557_1	BT3646
NP_812886_1	BT3975
NP_811754_1	BT2842
NP_810971_1	BT2058
NP_812173_1	BT3261
NP_813256_1	BT4345
NP_810974_1	BT2061
NP_809029_1	BT0116
NP_810761_1	BT1848
NP_813505_1	BT4594
NP_812637_1	BT3726
NP_812488_1	BT3576
NP_811716_1	BT2804
NP_812175_1	BT3263
NP_813336_1	BT4425
NP_811169_1	BT2256
NP_810246_1	BT1333
NP_811188_1	BT2275
NP_813465_1	BT4554
NP_810794_1	BT1881
NP_812373_1	BT3461
NP_813261_1	BT4350
NP_810915_1	BT2002
NP_810316_1	BT1403
NP_813010_1	BT4099
NP_810366_1	BT1453
NP_813174_1	BT4263
NP_813099_1	BT4188
NP_810468_1	BT1555
NP_809402_1	BT0489
NP_810980_1	BT2067
NP_811065_1	BT2152
NP_813483_1	BT4572
NP_812264_1	BT3352
NP_811694_1	BT2782
NP_812462_1	BT3550
NP_810604_1	BT1691
NP_810141_1	BT1228
NP_810187_1	BT1274
NP_812746_1	BT3835
NP_813299_1	BT4388
NP_810505_1	BT1592
NP_810333_1	BT1420
NP_811717_1	BT2805
NP_808986_1	BT0073
NP_809867_1	BT0954
NP_808922_1	BT0009
NP_810673_1	BT1760
NP_811456_1	BT2543
NP_811057_1	BT2144
NP_813495_1	BT4584
NP_811965_1	BT3053
NP_811967_1	BT3055
NP_811966_1	BT3054
NP_811749_1	BT2837
NP_811748_1	BT2836
NP_813221_1	BT4310
NP_813169_1	BT4258
NP_810294_1	BT1381
NP_810520_1	BT1607
NP_809650_1	BT0737
NP_812527_1	BT3616
NP_810546_1	BT1633
NP_810264_1	BT1351
NP_809376_1	BT0463
NP_810930_1	BT2017
NP_811036_1	BT2123
NP_811371_1	BT2458
NP_812629_1	BT3718
NP_810134_1	BT1221
NP_812498_1	BT3587
NP_809171_1	BT0258
NP_813038_1	BT4127
NP_811037_1	BT2124
NP_809283_1	BT0370
NP_811761_1	BT2849
NP_811763_1	BT2851
NP_811998_1	BT3086
NP_813016_1	BT4105
NP_812500_1	BT3589
NP_812272_1	BT3360
NP_811795_1	BT2883
NP_810060_1	BT1147
NP_811432_1	BT2519
NP_812098_1	BT3186
NP_812909_1	BT3998
NP_812512_1	BT3601
NP_809467_1	BT0554
NP_809670_1	BT0757
NP_809700_1	BT0787
NP_813214_1	BT4303
NP_810206_1	BT1293
NP_811848_1	BT2936
NP_813218_1	BT4307
NP_811535_1	BT2622
NP_809698_1	BT0785
NP_813250_1	BT4339
NP_812594_1	BT3683
NP_812528_1	BT3617
NP_812630_1	BT3719
NP_811486_1	BT2573
NP_811483_1	BT2570
NP_810883_1	BT1970
NP_811605_1	BT2693
NP_811484_1	BT2571
NP_813493_1	BT4582
NP_809468_1	BT0555
NP_812633_1	BT3722
NP_809465_1	BT0552
NP_809466_1	BT0553
NP_810136_1	BT1223
NP_809783_1	BT0870
NP_810284_1	BT1371
NP_810663_1	BT1750
NP_810662_1	BT1749
NP_810664_1	BT1751
NP_809109_1	BT0196
NP_810350_1	BT1437
NP_810059_1	BT1146
NP_810493_1	BT1580
NP_813176_1	BT4265
NP_810135_1	BT1222
NP_809463_1	BT0550
NP_812074_1	BT3162
NP_813637_1	BT4726
NP_813638_1	BT4727
NP_809355_1	BT0442
NP_809108_1	BT0195
NP_810455_1	BT1542
NP_812882_1	BT3971
NP_810477_1	BT1564
NP_812842_1	BT3931
NP_809234_1	BT0321
NP_813297_1	BT4386
NP_809736_2	BT_0823
NP_813629_1	BT4718
NP_811355_1	BT2442
NP_810424_1	BT1511
NP_809600_2	BT_0687
NP_810594_1	BT1681
NP_811662_1	BT2750
NP_813565_1	BT4654
NP_811343_1	BT2430
NP_811017_1	BT2104
NP_811406_1	BT2493
NP_810670_1	BT1757
NP_812217_1	BT3305
NP_812794_1	BT3883
NP_811602_1	BT2690
NP_809114_1	BT0201
NP_809116_1	BT0203
NP_811713_1	BT2801
NP_813168_1	BT4257
NP_809703_1	BT0790
NP_813369_1	BT4458
NP_810120_1	BT1207
NP_810488_1	BT1575
NP_810065_1	BT1152
NP_811326_1	BT2413
NP_809115_1	BT0202
NP_809038_1	BT0125
NP_809036_1	BT0123
NP_809037_1	BT0124
NP_810984_1	BT2071
NP_813611_1	BT4700
NP_810291_1	BT1378
NP_809442_1	BT0529
NP_812803_1	BT3892
NP_812756_1	BT3845
NP_811706_1	BT2794
NP_809218_1	BT0305
NP_809799_1	BT0886
NP_809217_1	BT0304
NP_812494_1	BT3583
NP_812384_1	BT3472
NP_809254_1	BT0341
NP_809268_1	BT0355
NP_809243_1	BT0330
NP_809242_1	BT0329
NP_809244_1	BT0331
NP_809246_1	BT0333
NP_812883_1	BT3972
NP_810770_1	BT1857
NP_810773_1	BT1860
NP_810772_1	BT1859
NP_810774_1	BT1861
NP_810771_1	BT1858
NP_811604_1	BT2692
NP_813199_1	BT4288
NP_812298_1	BT3386
NP_809658_1	BT0745
NP_810590_1	BT1677
NP_813232_1	BT4321
NP_813397_1	BT4486
NP_813009_1	BT4098
NP_813576_1	BT4665
NP_810014_1	BT1101
NP_813577_1	BT4666
NP_813008_1	BT4097
NP_813496_1	BT4585
NP_809261_1	BT0348
NP_812008_1	BT3096
NP_813063_1	BT4152
NP_809374_1	BT0461
NP_809906_1	BT0993
NP_812252_1	BT3340
NP_812425_1	BT3513
NP_812479_1	BT3567
NP_809734_1	BT0821
NP_809493_1	BT0580
NP_813296_1	BT4385
NP_812678_1	BT3767
NP_809448_1	BT0535
NP_812915_1	BT4004
NP_812675_1	BT3764
NP_812676_1	BT3765
NP_809389_1	BT0476
NP_809471_1	BT0558
NP_811693_1	BT2781
NP_811061_1	BT2148
NP_809286_1	BT0373
NP_809371_1	BT0458
NP_809702_1	BT0789
NP_812727_1	BT3816
NP_812099_1	BT3187
NP_812822_1	BT3911
NP_810882_1	BT1969
NP_811430_1	BT2517
NP_812795_1	BT3884
NP_812834_1	BT3923
NP_811793_1	BT2881
NP_810564_1	BT1651
NP_812131_1	BT3219
NP_809093_1	BT0180
NP_809253_1	BT0340
NP_811412_1	BT2499
NP_812326_1	BT3414
NP_809901_1	BT0988
NP_813395_1	BT4484
NP_810011_1	BT1098
NP_809784_1	BT0871
NP_812953_1	BT4042
NP_810439_1	BT1526
NP_809659_1	BT0746
NP_812907_1	BT3996
NP_812463_1	BT3551
NP_812837_1	BT3926
NP_810792_1	BT1879
NP_812376_1	BT3464
NP_812615_1	BT3704
NP_812910_1	BT3999
NP_809096_1	BT0183
NP_810598_1	BT1685
NP_811003_1	BT2090
NP_811004_1	BT2091
NP_810345_1	BT1432
NP_811119_1	BT2206
NP_812160_1	BT3248
NP_812161_1	BT3249
NP_809542_1	BT0629
NP_811659_1	BT2747
NP_809611_1	BT0698
NP_809075_1	BT0162
NP_812365_1	BT3453
NP_809656_1	BT0743
NP_811414_1	BT2501
NP_811603_1	BT2691
NP_812732_1	BT3821
NP_810457_1	BT1544
NP_809807_1	BT0894
NP_810450_1	BT1537
NP_812969_1	BT4058
NP_812828_1	BT3917
NP_809118_1	BT0205
NP_810826_1	BT1913
NP_810183_1	BT1270
NP_809071_1	BT0158
NP_809547_1	BT0634
NP_810696_1	BT1783
NP_812549_1	BT3638
NP_809598_1	BT0685
NP_812836_1	BT3925
NP_809457_1	BT0544
NP_811354_1	BT2441
NP_811353_1	BT2440
NP_809701_1	BT0788
NP_811727_1	BT2815
NP_810924_1	BT2011
NP_811309_1	BT2396
NP_810473_1	BT1560
NP_811452_1	BT2539
NP_809129_1	BT0216
NP_813037_1	BT4126
NP_813613_1	BT4702
NP_811184_1	BT2271
NP_811163_1	BT2250
NP_812918_1	BT4007
NP_813526_1	BT4615
NP_812040_1	BT3128
NP_812372_1	BT3460
NP_813648_1	BT4737
NP_813649_1	BT4738
NP_813120_1	BT4209
NP_812642_1	BT3731
NP_810797_1	BT1884
NP_812027_1	BT3115
NP_812668_1	BT3757
NP_810815_1	BT1902
NP_809484_1	BT0571
NP_812363_1	BT3451
NP_809131_1	BT0218
NP_811142_1	BT2229
NP_811224_1	BT2311
NP_811464_1	BT2551
NP_810601_1	BT1688
NP_810828_1	BT1915
NP_810610_1	BT1697
NP_810490_1	BT1577
NP_813285_1	BT4374
NP_812829_1	BT3918
NP_810219_1	BT1306
NP_812273_1	BT3361
NP_810726_1	BT1813
NP_810015_1	BT1102
NP_810975_1	BT2062
NP_812268_1	BT3356
NP_809220_1	BT0307
NP_810585_1	BT1672
NP_810133_1	BT1220
NP_813310_1	BT4399
NP_813095_1	BT4184
NP_813226_1	BT4315
NP_810573_1	BT1660
NP_812331_1	BT3419
NP_813510_1	BT4599
NP_811315_1	BT2402
NP_809610_1	BT0697
NP_811040_1	BT2127
NP_810438_1	BT1525
NP_810234_1	BT1321
NP_810235_1	BT1322
NP_810236_1	BT1323
NP_810237_1	BT1324
NP_812650_1	BT3739
NP_811441_1	BT2528
NP_812861_1	BT3950
NP_810461_1	BT1548
NP_813277_2	BT_4366
NP_810660_1	BT1747
NP_810733_1	BT1820
NP_809453_1	BT0540
NP_812323_1	BT3411
NP_810275_1	BT1362
NP_811702_1	BT2790
NP_812105_1	BT3193
NP_809557_1	BT0644
NP_809691_1	BT0778
NP_809454_1	BT0541
NP_812165_1	BT3253
NP_813122_1	BT4211
NP_809441_1	BT0528
NP_810290_1	BT1377
NP_813128_1	BT4217
NP_810646_1	BT1733
NP_810292_1	BT1379
NP_809095_1	BT0182
NP_811725_1	BT2813
NP_812534_1	BT3623
NP_809661_1	BT0748
NP_811099_1	BT2186
NP_811144_1	BT2231
NP_810066_1	BT1153
NP_809745_1	BT0832
NP_811145_1	BT2232
NP_812603_1	BT3692
NP_811946_1	BT3034
NP_811753_1	BT2841
NP_812076_1	BT3164
NP_810230_1	BT1317
NP_813164_2	BT_4253
NP_811715_1	BT2803
NP_809263_1	BT0350
NP_809266_1	BT0353
NP_811347_1	BT2434
NP_809475_1	BT0562
NP_812674_1	BT3763
NP_812677_1	BT3766
NP_811058_1	BT2145
NP_809534_1	BT0621
NP_809532_1	BT0619
NP_809531_1	BT0618
NP_809535_1	BT0622
NP_809533_1	BT0620
NP_809530_1	BT0617
NP_811981_1	BT3069
NP_810911_1	BT1998
NP_812857_1	BT3946
NP_809259_1	BT0346
NP_810899_1	BT1986
NP_809328_1	BT0415
NP_809327_1	BT0414
NP_810642_1	BT1729
NP_811652_1	BT2740
NP_812168_1	BT3256
NP_813589_1	BT4678
NP_813126_1	BT4215
NP_812093_1	BT3181
NP_809452_1	BT0539
NP_810201_1	BT1288
NP_810204_1	BT1291
NP_810203_1	BT1290
NP_810202_1	BT1289
NP_813615_1	BT4704
NP_813614_1	BT4703
NP_809738_1	BT0825
NP_810262_1	BT1349
NP_809741_1	BT0828
NP_809377_1	BT0464
NP_810251_1	BT1338
NP_810643_1	BT1730
NP_809638_1	BT0725
NP_809378_1	BT0465
NP_810929_1	BT2016
NP_809379_1	BT0466
NP_810793_1	BT1880
NP_810369_1	BT1456
NP_811724_1	BT2812
NP_813522_1	BT4611
NP_810728_1	BT1815
NP_810749_1	BT1836
NP_809260_1	BT0347
NP_810960_1	BT2047
NP_810795_1	BT1882
NP_809565_1	BT0652
NP_812840_1	BT3929
NP_811723_1	BT2811
NP_809132_1	BT0219
NP_813247_1	BT4336
NP_813575_2	BT_4664
NP_809440_1	BT0527
NP_809446_1	BT0533
NP_813118_1	BT4207
NP_812364_1	BT3452
NP_809296_1	BT0383
NP_813116_1	BT4205
NP_812271_1	BT3359
NP_810918_1	BT2005
NP_812360_1	BT3448
NP_812362_1	BT3450
NP_812359_1	BT3447
NP_810281_1	BT1368
NP_812124_1	BT3212
NP_809294_1	BT0381
NP_810283_1	BT1370
NP_809536_1	BT0623
NP_809512_1	BT0599
NP_810254_1	BT1341
NP_809742_1	BT0829
NP_812555_1	BT3644
NP_810351_1	BT1438
NP_813117_1	BT4206
NP_811155_1	BT2242
NP_811703_1	BT2791
NP_809599_1	BT0686
NP_811606_1	BT2694
NP_812608_1	BT3697
NP_809340_1	BT0427
NP_809706_1	BT0793
NP_813334_1	BT4423
NP_809705_1	BT0792
NP_809707_1	BT0794
NP_813308_1	BT4397
NP_809367_1	BT0454
